Date,Returns
2010-05-28,0.0
2010-06-01,0.0
2010-06-02,0.0
2010-06-03,0.0
2010-06-04,0.0
2010-06-07,0.0
2010-06-08,0.0
2010-06-09,0.0
2010-06-10,0.0
2010-06-11,0.0
2010-06-14,0.0
2010-06-15,0.0
2010-06-16,0.0
2010-06-17,0.0
2010-06-18,0.0
2010-06-21,0.0
2010-06-22,0.0
2010-06-23,0.0
2010-06-24,0.0
2010-06-25,0.0
2010-06-28,0.0
2010-06-29,0.0
2010-06-30,0.0
2010-07-01,0.0
2010-07-02,0.0
2010-07-06,0.0
2010-07-07,0.0
2010-07-08,0.0
2010-07-09,0.0
2010-07-12,0.0
2010-07-13,0.0
2010-07-14,0.0
2010-07-15,0.0
2010-07-16,0.0
2010-07-19,0.0
2010-07-20,0.0
2010-07-21,0.0
2010-07-22,0.0
2010-07-23,0.0
2010-07-26,0.0
2010-07-27,0.0
2010-07-28,0.0
2010-07-29,0.0
2010-07-30,0.0
2010-08-02,0.0
2010-08-03,0.0
2010-08-04,0.0
2010-08-05,0.0
2010-08-06,0.0
2010-08-09,0.0
2010-08-10,0.0
2010-08-11,0.0
2010-08-12,0.0
2010-08-13,0.0
2010-08-16,0.0
2010-08-17,0.0
2010-08-18,0.0
2010-08-19,0.0
2010-08-20,0.0
2010-08-23,0.0
2010-08-24,0.0
2010-08-25,0.0
2010-08-26,0.0
2010-08-27,0.0
2010-08-30,0.0
2010-08-31,0.0
2010-09-01,0.0
2010-09-02,0.0
2010-09-03,0.0
2010-09-07,0.0
2010-09-08,0.0
2010-09-09,0.0
2010-09-10,0.0
2010-09-13,0.0
2010-09-14,0.0
2010-09-15,0.0
2010-09-16,0.0
2010-09-17,0.0
2010-09-20,0.0
2010-09-21,0.0
2010-09-22,0.0
2010-09-23,0.0
2010-09-24,0.0
2010-09-27,0.0
2010-09-28,0.0
2010-09-29,0.0
2010-09-30,0.0
2010-10-01,0.0
2010-10-04,0.0
2010-10-05,0.0
2010-10-06,0.0
2010-10-07,0.0
2010-10-08,0.0
2010-10-11,0.0
2010-10-12,0.0
2010-10-13,0.0
2010-10-14,0.0
2010-10-15,0.0
2010-10-18,0.0
2010-10-19,0.0
2010-10-20,0.0
2010-10-21,0.0
2010-10-22,0.0
2010-10-25,0.0
2010-10-26,0.0
2010-10-27,0.0
2010-10-28,0.0
2010-10-29,0.0
2010-11-01,0.0
2010-11-02,0.0
2010-11-03,0.0
2010-11-04,0.0
2010-11-05,0.0
2010-11-08,0.0
2010-11-09,0.0
2010-11-10,0.0
2010-11-11,0.0
2010-11-12,0.0
2010-11-15,0.0
2010-11-16,0.0
2010-11-17,0.0
2010-11-18,0.0
2010-11-19,0.0
2010-11-22,0.0
2010-11-23,0.0
2010-11-24,0.0
2010-11-26,0.0
2010-11-29,0.0
2010-11-30,0.0
2010-12-01,0.0
2010-12-02,0.0
2010-12-03,0.0
2010-12-06,0.0
2010-12-07,0.0
2010-12-08,0.0
2010-12-09,0.0
2010-12-10,0.0
2010-12-13,0.0
2010-12-14,0.0
2010-12-15,0.0
2010-12-16,0.0
2010-12-17,0.0
2010-12-20,0.0
2010-12-21,0.0
2010-12-22,0.0
2010-12-23,0.0
2010-12-27,0.0
2010-12-28,0.0
2010-12-29,0.0
2010-12-30,0.0
2010-12-31,0.0
2011-01-03,0.0
2011-01-04,0.0
2011-01-05,0.0
2011-01-06,0.0
2011-01-07,0.0
2011-01-10,0.0
2011-01-11,0.0
2011-01-12,0.0
2011-01-13,0.0
2011-01-14,0.0
2011-01-18,0.0
2011-01-19,0.0
2011-01-20,0.0
2011-01-21,0.0
2011-01-24,0.0
2011-01-25,0.0
2011-01-26,0.0
2011-01-27,0.0
2011-01-28,-0.01517647669140013
2011-01-31,0.0033136203137203958
2011-02-01,0.012633100897523163
2011-02-02,0.0017059069885743585
2011-02-03,0.0007475240650687124
2011-02-04,0.003721613391361364
2011-02-07,0.0038540243487605727
2011-02-08,0.006729824133021062
2011-02-09,-7.9805044891965e-06
2011-02-10,-0.0034460550006011077
2011-02-11,0.0032019660440804755
2011-02-14,-0.0013459219681573923
2011-02-15,-0.0011853511866887635
2011-02-16,0.003994199648354051
2011-02-17,0.0011850081942811723
2011-02-18,0.005420675199718995
2011-02-22,-0.018038209045210148
2011-02-23,-0.008723390837410396
2011-02-24,9.591314315494329e-05
2011-02-25,0.00896929028303273
2011-02-28,0.004162275663539856
2011-03-01,-0.0118162705381654
2011-03-02,0.0005218920728168164
2011-03-03,0.016660804353530897
2011-03-04,-0.006579558532908396
2011-03-07,-0.008010091033297704
2011-03-08,0.00903372759858947
2011-03-09,0.0008325688998855235
2011-03-10,-0.015264296427366883
2011-03-11,0.005211474964029452
2011-03-14,-0.006824966750615376
2011-03-15,-0.011534003263866135
2011-03-16,-0.018617659830826815
2011-03-17,0.010182599708575185
2011-03-18,0.002151067390875901
2011-03-21,0.014119336291341517
2011-03-22,-0.00453553187302928
2011-03-23,0.005671306225553364
2011-03-24,0.008975689131910686
2011-03-25,0.00011689765764943217
2011-03-28,-0.0021379290491084666
2011-03-29,0.008061615616604297
2011-03-30,0.007323380824534393
2011-03-31,-0.004212493943049631
2011-04-01,0.002936571571627308
2011-04-04,0.002171176632810784
2011-04-05,-0.0005584036708785868
2011-04-06,0.005001910830779737
2011-04-07,-0.0007550545337157423
2011-04-08,-0.0031795021087517453
2011-04-11,0.0016995326692932622
2011-04-12,-0.005076972343716797
2011-04-13,0.0010423339586053356
2011-04-14,-0.0018426939038843964
2011-04-15,0.0033364175428934077
2011-04-18,-0.00968102515451537
2011-04-19,0.0038618856773230104
2011-04-20,0.018613575508982814
2011-04-21,0.0040293886955242416
2011-04-25,0.00029509083213957146
2011-04-26,0.009204545371103538
2011-04-27,0.006517820352489594
2011-04-28,0.004686116528718209
2011-04-29,0.0024867511350934227
2011-05-02,0.000317074932283547
2011-05-03,0.001997267857276064
2011-05-04,-0.003566886318430361
2011-05-05,-0.007073273848862376
2011-05-06,0.0032705384127159347
2011-05-09,0.002685036313488985
2011-05-10,0.006680274513928194
2011-05-11,-0.006690467246193607
2011-05-12,0.0035733713267935073
2011-05-13,-0.00530202191701478
2011-05-16,-0.005241798169943041
2011-05-17,-0.0005975805249183784
2011-05-18,0.007062824423069258
2011-05-19,0.0019352601301378526
2011-05-20,-0.006039270370745249
2011-05-23,-0.008551783010165313
2011-05-24,-0.0018547553192968967
2011-05-25,0.0012906203355776507
2011-05-26,0.00043697211000024745
2011-05-27,0.003619681525735636
2011-05-31,0.010407933858309537
2011-06-01,-0.02163656854092675
2011-06-02,-0.0012297151021119792
2011-06-03,-0.008905282725300414
2011-06-06,-0.005666792278760424
2011-06-07,-0.0006426028035776257
2011-06-08,-0.0046645714890434994
2011-06-09,0.006570505876508414
2011-06-10,-0.014007123759195795
2011-06-13,0.002392747398054733
2011-06-14,0.011234126910800245
2011-06-15,-0.0147304266923406
2011-06-16,0.004539351109441251
2011-06-17,0.0024783349707561326
2011-06-20,0.005506204662653265
2011-06-21,0.00961855825099548
2011-06-22,-0.008400580308428768
2011-06-23,-0.0022077712713729873
2011-06-24,-0.012729773131844849
2011-06-27,0.009500275927110436
2011-06-28,0.013338297030572968
2011-06-29,0.009478797901230249
2011-06-30,0.010524416998919175
2011-07-01,0.014864743308564412
2011-07-05,-0.00047287230696103655
2011-07-06,0.004170874456874344
2011-07-07,0.010004157102234394
2011-07-08,-0.004669151291641002
2011-07-11,-0.01409731152117295
2011-07-12,-0.00452340861910097
2011-07-13,0.004192814607081541
2011-07-14,-0.004440816074689261
2011-07-15,0.0028752617475648174
2011-07-18,-0.0068103061196771375
2011-07-19,0.013754048418353563
2011-07-20,0.0010619624752277517
2011-07-21,0.007178622468728106
2011-07-22,-0.00023760227774877722
2011-07-25,-0.0055946953202540015
2011-07-26,-0.0041573029744485755
2011-07-27,-0.018585748042270697
2011-07-28,-0.0014495084635889755
2011-07-29,-0.0063921948195761955
2011-08-01,-0.0030470964680127796
2011-08-02,-0.021786826015914626
2011-08-03,0.005635745153733727
2011-08-04,-0.04083133872935729
2011-08-05,0.002052201375685728
2011-08-08,-0.05673803916910246
2011-08-09,0.04293785320728828
2011-08-10,-0.04761508432289222
2011-08-11,0.04428161692453481
2011-08-12,0.008308537572426736
2011-08-15,0.019323855132760047
2011-08-16,-0.005240930890074597
2011-08-17,-0.0012637376693648247
2011-08-18,-0.035922927966687106
2011-08-19,-0.011156625043520687
2011-08-22,0.0007849449087391835
2011-08-23,0.03025016296660208
2011-08-24,0.012941727161289742
2011-08-25,-0.015602833760608347
2011-08-26,0.01508132765338679
2011-08-29,0.023442392214270212
2011-08-30,0.001137407597184285
2011-08-31,0.005956960203970607
2011-09-01,-0.009536189166422319
2011-09-02,-0.023073906161636078
2011-09-06,-0.006731269451672014
2011-09-07,0.02673492980047871
2011-09-08,-0.0095043928004581
2011-09-09,-0.024475225361799195
2011-09-12,0.008368190419386003
2011-09-13,0.008349399282110245
2011-09-14,0.013253216187991291
2011-09-15,0.01734512591140861
2011-09-16,0.007555728878145906
2011-09-19,-0.007602590119315021
2011-09-20,-0.000681070730409637
2011-09-21,-0.02807406260996379
2011-09-22,-0.03198338908341332
2011-09-23,0.008879905809100957
2011-09-26,0.021295802253232153
2011-09-27,0.008538260668498112
2011-09-28,-0.01807583315575672
2011-09-29,0.007526779099689488
2011-09-30,-0.021291474523959037
2011-10-03,-0.02743629488725728
2011-10-04,0.018370731547932003
2011-10-05,0.014529844585304872
2011-10-06,0.017296399334110524
2011-10-07,-0.005831312403507622
2011-10-10,0.030722011162691694
2011-10-11,0.0005510518193813441
2011-10-12,0.00941945428301624
2011-10-13,-0.001962104599610027
2011-10-14,0.012694474999452525
2011-10-17,-0.018326472782226384
2011-10-18,0.01838712013830165
2011-10-19,-0.006005775684913675
2011-10-20,0.0023531898727137623
2011-10-21,0.022992424504961258
2011-10-24,0.010625073984192494
2011-10-25,-0.01843202065729641
2011-10-26,0.010313919370076913
2011-10-27,0.03099952098522108
2011-10-28,0.0002560459876459822
2011-10-31,-0.020283456459772437
2011-11-01,-0.027161313269889863
2011-11-02,0.012199229749738362
2011-11-03,0.015702001034137863
2011-11-04,-0.006715019878531487
2011-11-07,0.007793838225933583
2011-11-08,0.011773225655656869
2011-11-09,-0.032254930510624925
2011-11-10,0.008746228849929046
2011-11-11,0.021331688825056757
2011-11-14,-0.006619973829922536
2011-11-15,0.0037732424794331442
2011-11-16,-0.01859918603910164
2011-11-17,-0.01366446680281307
2011-11-18,-0.0018539622079918675
2011-11-21,-0.019210556505562446
2011-11-22,-0.004630514553736064
2011-11-23,-0.017724399348088747
2011-11-25,-0.00041256737244278903
2011-11-28,0.028438984417081006
2011-11-29,0.0016609456672633384
2011-11-30,0.04317837750666032
2011-12-01,-0.0020540209550205238
2011-12-02,0.002228502188390427
2011-12-05,0.00922663416450469
2011-12-06,0.0016591311545319633
2011-12-07,0.006864212921376327
2011-12-08,-0.01671897074118542
2011-12-09,0.015897825088553936
2011-12-12,-0.015045355786111447
2011-12-13,-0.00800572708946128
2011-12-14,-0.009671244563994787
2011-12-15,0.00403748618119348
2011-12-16,0.004171812196617097
2011-12-19,-0.01005305950904639
2011-12-20,0.02744578823424289
2011-12-21,0.0007996509186224018
2011-12-22,0.006501797024143288
2011-12-23,0.010265358253982006
2011-12-27,-0.0011758164987048343
2011-12-28,-0.011073108724509444
2011-12-29,0.011330882567941066
2011-12-30,-0.0063175627846414764
2012-01-03,0.014829000660403702
2012-01-04,0.0014145565123332305
2012-01-05,0.0034398425812617916
2012-01-06,-0.0007572159096703071
2012-01-09,0.0018030596001271883
2012-01-10,0.008054040371739925
2012-01-11,-0.00020629348373414402
2012-01-12,0.003161793080332904
2012-01-13,-0.005909610500336866
2012-01-17,0.0049086171819783826
2012-01-18,0.013103897747049332
2012-01-19,0.005529907940021858
2012-01-20,0.003673402455059875
2012-01-23,-0.0016471303085509
2012-01-24,-0.0018202149404193042
2012-01-25,0.008070018786639299
2012-01-26,-0.004074735810381808
2012-01-27,-0.0022341224691931967
2012-01-30,-0.0013557289733244424
2012-01-31,0.0009269378480448655
2012-02-01,0.008683549319755434
2012-02-02,-0.00014449590986229978
2012-02-03,0.012105402867578234
2012-02-06,-3.439904537499934e-06
2012-02-07,0.0014714126361480661
2012-02-08,0.0018873695729231216
2012-02-09,0.0032997640918374666
2012-02-10,-0.0029749307980634545
2012-02-13,0.007050482776611176
2012-02-14,0.001616546590330346
2012-02-15,-0.006131488011183025
2012-02-16,0.00882983785395615
2012-02-17,0.0040014281398502135
2012-02-21,-0.0020079486832523885
2012-02-22,-0.0026219345600560977
2012-02-23,0.004833253954876261
2012-02-24,0.004663353932042807
2012-02-27,0.0010743452765081167
2012-02-28,0.004604852222158263
2012-02-29,-0.003644893850258667
2012-03-01,0.0045351575966178885
2012-03-02,-0.0017962585992195024
2012-03-05,-0.0022223598111350052
2012-03-06,-0.014635033038080886
2012-03-07,0.0063400928367253915
2012-03-08,0.00889873930684266
2012-03-09,0.003839491463703311
2012-03-12,0.0011539412189042197
2012-03-13,0.01804159194066474
2012-03-14,0.0015549362875034033
2012-03-15,0.0036899843729700866
2012-03-16,-0.001879100447107695
2012-03-19,0.003361127696401297
2012-03-20,-0.003026857273638437
2012-03-21,-0.002376297521349889
2012-03-22,-0.0038171363970677294
2012-03-23,0.0019515404724931792
2012-03-26,0.014109633167944292
2012-03-27,-0.0027125474871717683
2012-03-28,-0.0029960645921782445
2012-03-29,-0.00016349001658381662
2012-03-30,0.003317062459224933
2012-04-02,0.005752204481743861
2012-04-03,-0.0029539946591860067
2012-04-04,-0.009584643502118411
2012-04-05,0.001099888222961269
2012-04-09,-0.009556271825388069
2012-04-10,-0.01720400217248038
2012-04-11,0.009259210567488019
2012-04-12,0.012457469851454442
2012-04-13,-0.010120346183676264
2012-04-16,0.002173642053930451
2012-04-17,0.01480891328623534
2012-04-18,-0.004119520405721193
2012-04-19,-0.003840305759005689
2012-04-20,0.005647442274710978
2012-04-23,-0.008235803442066605
2012-04-24,0.00037031571214530884
2012-04-25,0.011232271981313565
2012-04-26,0.008913691427598954
2012-04-27,0.0011738749091180106
2012-04-30,-0.003384377084793839
2012-05-01,0.004107019800588589
2012-05-02,-0.0001856887740548967
2012-05-03,-0.006075940746811457
2012-05-04,-0.01497405829425564
2012-05-07,-0.00011928481058667736
2012-05-08,-0.005007443871259926
2012-05-09,-0.005654442529371673
2012-05-10,-0.00404118013215751
2012-05-11,-0.004478366991059768
2012-05-14,-0.009332581568692867
2012-05-15,-0.0034372602666529924
2012-05-16,-0.0024286390192162096
2012-05-17,-0.014685167526454768
2012-05-18,-0.0035717664134890274
2012-05-21,0.013425921768558793
2012-05-22,0.0025999185116565827
2012-05-23,0.00013408952797779554
2012-05-24,0.0009154830620357544
2012-05-25,-0.003926449327926441
2012-05-29,0.009323407455901652
2012-05-30,-0.012045590615624236
2012-05-31,-0.0022697772260323653
2012-06-01,-0.02497432610567939
2012-06-04,0.0008676954913439651
2012-06-05,0.004339606463860328
2012-06-06,0.022336991703938033
2012-06-07,0.0010146020572363577
2012-06-08,0.009128444340492863
2012-06-11,-0.01259027251820847
2012-06-12,0.012526281179344788
2012-06-13,-0.007604269628590897
2012-06-14,0.011851871220183864
2012-06-15,0.009797402947545672
2012-06-18,0.0004842221105704929
2012-06-19,0.006517880104596733
2012-06-20,-0.0008568661511173332
2012-06-21,-0.01887152795819593
2012-06-22,0.009602386271027797
2012-06-25,-0.015117480810364112
2012-06-26,0.004235229832020235
2012-06-27,0.007664268159021226
2012-06-28,-0.005394984215996616
2012-06-29,0.0178501329719134
2012-07-02,0.0025376143543771336
2012-07-03,0.004957484110651012
2012-07-05,-0.0015449811384022018
2012-07-06,-0.009172016980892608
2012-07-09,-0.0014723942037171039
2012-07-10,-0.006343577928335804
2012-07-11,-0.002802911479254875
2012-07-12,-0.0027975935986935055
2012-07-13,0.018328443458958184
2012-07-16,-0.0032479215222892036
2012-07-17,0.005937023684340236
2012-07-18,0.01144996877324632
2012-07-19,0.0024205720917063263
2012-07-20,-0.010219007355969836
2012-07-23,-0.008654166870061205
2012-07-24,-0.007630982804400814
2012-07-25,0.001645688113948308
2012-07-26,0.015918119904450058
2012-07-27,0.01992624816531171
2012-07-30,-0.0023792208878633315
2012-07-31,-0.006905937690868894
2012-08-01,-0.0031269342970316146
2012-08-02,-0.0075842695602564006
2012-08-03,0.017817866877232445
2012-08-06,0.00325272408821501
2012-08-07,0.0053444993424616016
2012-08-08,0.001355862039792597
2012-08-09,0.00018137166444890873
2012-08-10,0.0015736541295479306
2012-08-13,-0.00011392690184739367
2012-08-14,0.00027588865898125044
2012-08-15,0.0009598780839313639
2012-08-16,0.008742625919511996
2012-08-17,0.0024644689145168733
2012-08-20,0.001102085958461124
2012-08-21,-0.004001193634455268
2012-08-22,-0.0006171390992064992
2012-08-23,-0.00815206701366156
2012-08-24,0.006781016084213742
2012-08-27,0.0002751210895676586
2012-08-28,-0.0015561999506457822
2012-08-29,0.0006343130342032181
2012-08-30,-0.008065578832215608
2012-08-31,0.007611310891991208
2012-09-04,-0.0016940114768337628
2012-09-05,0.0010145507933625756
2012-09-06,0.01877949921108169
2012-09-07,0.00019198724585923755
2012-09-10,-0.006588836380040765
2012-09-11,0.003769319168083352
2012-09-12,0.0038293191693444576
2012-09-13,0.015049685855746918
2012-09-14,0.00046071700123466485
2012-09-17,-0.0016177396978648436
2012-09-18,0.0006359444515812009
2012-09-19,0.0013184884917384998
2012-09-20,-0.0006816348965364905
2012-09-21,-0.0020129711201493246
2012-09-24,-0.0016112972682553318
2012-09-25,-0.0068959171081360736
2012-09-26,-0.00465658494023406
2012-09-27,0.009030936405990925
2012-09-28,-0.004966210798943502
2012-10-01,0.006253462045654414
2012-10-02,-0.0002277905572380563
2012-10-03,0.0036064315369970347
2012-10-04,0.006543814639287418
2012-10-05,0.0007928643328421451
2012-10-08,-0.0036012961877440195
2012-10-09,-0.008109626632965852
2012-10-10,-0.006476713489453586
2012-10-11,0.00025636789393336686
2012-10-12,-0.0007430163363343996
2012-10-15,0.009732173772375306
2012-10-16,0.00924264704657861
2012-10-17,0.0019427668278655537
2012-10-18,-0.00014643754626307015
2012-10-19,-0.014690366925276808
2012-10-22,4.3782837007872905e-05
2012-10-23,-0.014588052846835375
2012-10-24,-0.001999830448159093
2012-10-25,4.861083836873924e-05
2012-10-26,-0.00035286083094450383
2012-10-31,-0.0008150016932214768
2012-11-01,0.013732232606502954
2012-11-02,-0.008978840018403234
2012-11-05,-0.000249274107017342
2012-11-06,0.009299192723818477
2012-11-07,-0.022748274998298384
2012-11-08,-0.011999404127857695
2012-11-09,0.00016126202377519553
2012-11-12,-0.00021073059177272466
2012-11-13,-0.004501340389027842
2012-11-14,-0.01191819426313167
2012-11-15,-0.0015229740102304205
2012-11-16,0.005365221590142999
2012-11-19,0.01880139932324838
2012-11-20,0.0005375396993582982
2012-11-21,0.005550969724864337
2012-11-23,0.013492268137565605
2012-11-26,-0.0015583830376558368
2012-11-27,-0.006586610768700937
2012-11-28,0.00821648351779141
2012-11-29,0.003992070738402924
2012-11-30,-0.0006612335536464262
2012-12-03,-0.003118304946150423
2012-12-04,-0.0022378459806487194
2012-12-05,0.004992356190066675
2012-12-06,0.004276446587514493
2012-12-07,0.0031938597537634404
2012-12-10,0.002121153196074571
2012-12-11,0.008253669447278988
2012-12-12,-0.0009561214792754845
2012-12-13,-0.005342083679713366
2012-12-14,-0.0033967467766525664
2012-12-17,0.009642956719954887
2012-12-18,0.010188245193533223
2012-12-19,-0.008041984399486331
2012-12-20,0.005801661431048629
2012-12-21,-0.007046060959520529
2012-12-24,-0.0028302921611391427
2012-12-26,-0.004613291177885371
2012-12-27,-0.0018435001474732193
2012-12-28,-0.010558316859295992
2012-12-31,0.013850381160715006
2013-01-02,0.023917300099017477
2013-01-03,-0.0022287217118976813
2013-01-04,0.0029041169223351223
2013-01-07,-0.0020405119593484584
2013-01-08,-0.0033903768201993542
2013-01-09,0.005601411427297653
2013-01-10,0.005303666215303782
2013-01-11,0.0014015571260503857
2013-01-14,0.0001451645860335841
2013-01-15,0.0006848794610820846
2013-01-16,0.0006846524842634497
2013-01-17,0.00507170362062366
2013-01-18,-0.00033228854813325637
2013-01-22,0.0033059953292573383
2013-01-23,0.002652344467974787
2013-01-24,-0.00149322714014536
2013-01-25,0.004905598371028108
2013-01-28,0.0007033937244035797
2013-01-29,0.005329218170007915
2013-01-30,-0.003171111565308701
2013-01-31,-0.0019273149572832467
2013-02-01,0.00919669115824039
2013-02-04,-0.009587903573529196
2013-02-05,0.011988070336388863
2013-02-06,0.001248280949131844
2013-02-07,-0.0014293215053193772
2013-02-08,0.004090575979804693
2013-02-11,-0.00033214012566119236
2013-02-12,0.0016797859146446556
2013-02-13,-0.0017212723173524486
2013-02-14,0.0005763021837807932
2013-02-15,-0.0007577758204473526
2013-02-19,0.004771114417704112
2013-02-20,-0.008640245367639281
2013-02-21,-0.003940814571075293
2013-02-22,0.008311875081629455
2013-02-25,-0.014839733670186811
2013-02-26,0.006729052702166228
2013-02-27,0.01291603895050605
2013-02-28,-0.0017518396815486836
2013-03-01,0.004950868522832131
2013-03-04,0.003922604822594744
2013-03-05,0.007342045841521217
2013-03-06,0.0025098293440578186
2013-03-07,0.0027468293130380075
2013-03-08,0.0031441522010227973
2013-03-11,0.0035396743416105407
2013-03-12,-0.0026957151251689048
2013-03-13,0.002365387586658542
2013-03-14,0.0037215495586277133
2013-03-15,-0.0017378567525497823
2013-03-18,-0.003873961262407802
2013-03-19,0.0005336215894501206
2013-03-20,0.00657842170684409
2013-03-21,-0.0066050892740893265
2013-03-22,0.011524060388856047
2013-03-25,-0.002418636132310108
2013-03-26,0.009231795870399613
2013-03-27,-0.0018700312969495182
2013-03-28,0.003856465589558341
2013-04-01,-0.003957251554166401
2013-04-02,0.008765737131952347
2013-04-03,-0.0099731528895604
2013-04-04,0.004029676279565611
2013-04-05,-0.003344776877020203
2013-04-08,0.006050095243148381
2013-04-09,0.004838545468812618
2013-04-10,0.011985674253471336
2013-04-11,0.0021979245236874966
2013-04-12,0.000986394928258522
2013-04-15,-0.018203812910480215
2013-04-16,0.012918553000091596
2013-04-17,-0.011338810106091305
2013-04-18,-0.005958009246019523
2013-04-19,0.010066298870728152
2013-04-22,0.003731824644558357
2013-04-23,0.009556598733763372
2013-04-24,-0.004163083094379003
2013-04-25,0.004606936839980201
2013-04-26,0.0005007482434395052
2013-04-29,0.00625973869551219
2013-04-30,0.001725048113762085
2013-05-01,-0.009034085118354929
2013-05-02,0.009780250697165366
2013-05-03,0.008753674373719888
2013-05-06,0.0008680398821400871
2013-05-07,0.005306151775122564
2013-05-08,0.003523999074400792
2013-05-09,-0.0021345997082706757
2013-05-10,0.0049984297100984405
2013-05-13,0.00027635631054115253
2013-05-14,0.009021407378472537
2013-05-15,0.004198025062769251
2013-05-16,-0.0006326395725255848
2013-05-17,0.009318630562092667
2013-05-20,-0.0026032975023649644
2013-05-21,0.00320597449696184
2013-05-22,-0.005011508024871798
2013-05-23,-0.002051157809624091
2013-05-24,0.0006084020844529579
2013-05-28,0.004775153834867217
2013-05-29,-0.006767507299845933
2013-05-30,0.002967578443121355
2013-05-31,-0.014211137916812415
2013-06-03,0.009121235898617103
2013-06-04,-0.006754385158739839
2013-06-05,-0.013163729835106495
2013-06-06,0.006338266645527079
2013-06-07,0.014576563754331107
2013-06-10,-0.00020871324638389453
2013-06-11,-0.009597406552965562
2013-06-12,-0.007924654558968555
2013-06-13,0.012709362193704466
2013-06-14,-0.006463470652386134
2013-06-17,0.008151268366648416
2013-06-18,0.008576154386889825
2013-06-19,-0.013585527797606056
2013-06-20,-0.024780113600321077
2013-06-21,0.005453557509086995
2013-06-24,-0.011525976200631532
2013-06-25,0.004770984422874372
2013-06-26,0.011280404246713454
2013-06-27,0.007103072333302861
2013-06-28,-0.006312542646198535
2013-07-01,0.003195496155097446
2013-07-02,-0.002146948260176121
2013-07-03,0.0034722400445452487
2013-07-05,0.0095587753251453
2013-07-08,0.00439227417591647
2013-07-09,0.006649435564576923
2013-07-10,0.00246269695957298
2013-07-11,0.013933618293466565
2013-07-12,0.002078624918594341
2013-07-15,0.0006278797304900665
2013-07-16,-0.0028303251091880716
2013-07-17,0.0011746926935895345
2013-07-18,0.0028454583475501995
2013-07-19,-0.0009402030144212496
2013-07-22,0.0005827957026678529
2013-07-23,-0.0022621098846973657
2013-07-24,-0.0005481293583021125
2013-07-25,0.003282133963040212
2013-07-26,0.00029684811284009637
2013-07-29,-0.0015962837314007496
2013-07-30,0.0010637668264571354
2013-07-31,-0.004076946191108176
2013-08-01,0.01185828687910379
2013-08-02,0.003092841646789319
2013-08-05,-0.0011009990938624435
2013-08-06,-0.005626790393069531
2013-08-07,-0.001831188455264704
2013-08-08,0.0012413600953860896
2013-08-09,-0.004609498401381086
2013-08-12,0.0012923398128159645
2013-08-13,0.0023257272514324643
2013-08-14,-0.005324998896936404
2013-08-15,-0.016581085563151483
2013-08-16,-0.0018035742412552927
2013-08-19,-0.002591412046741384
2013-08-20,0.00025210087442303225
2013-08-21,-0.005978566735972228
2013-08-22,0.0061052754466012415
2013-08-23,0.0032991601974141555
2013-08-26,-0.0019439562788104265
2013-08-27,-0.014806260685975323
2013-08-28,0.0019429274793159386
2013-08-29,0.003942640049238568
2013-08-30,0.0015396033541418656
2013-09-03,0.0033494765996562276
2013-09-04,0.007161914720510814
2013-09-05,0.00032149839959377623
